ResidualPnL,Count,Average,StdDev
12.120000000000061,324,0.0374074074074076,0.33772956628807327
12.142000000000081,324,0.03747530864197556,0.33750094102506667
11.817000000000078,324,0.03647222222222246,0.33744796009400463
12.186999999999998,324,0.03761419753086419,0.333320457041539
12.043000000000077,324,0.03716975308641999,0.3329754359363103
12.465000000000074,324,0.03847222222222245,0.332373101887058
12.01900000000019,324,0.03709567901234627,0.3316237550592544
12.36,324,0.038148148148148146,0.33138457615191674
11.817999999999984,324,0.036475308641975256,0.33450662398389397
11.762000000000143,322,0.03652795031055945,0.335343636899289
12.057000000000144,321,0.03756074766355185,0.334120350028984
11.973000000000084,321,0.03729906542056101,0.33478609570069645
11.498000000000019,319,0.03604388714733548,0.33577913599263715
11.897999999999968,319,0.03729780564263313,0.3325981256601979
12.62000000000009,319,0.03956112852664605,0.3338178532013645
12.492000000000047,319,0.03915987460815062,0.3348000238124419
12.591000000000065,318,0.039594339622641715,0.33625099504101574
12.497000000000028,318,0.039298742138364866,0.33707089478568947
12.781999999999996,318,0.04019496855345911,0.33755108587022625
12.767999999999887,317,0.04027760252365895,0.3376152289377004
13.197000000000045,317,0.04163091482649857,0.33637943226543104
13.379000000000005,316,0.042338607594936725,0.33572626153857654
12.710999999999999,316,0.040224683544303794,0.3360568020452039
13.259000000000128,315,0.0420920634920639,0.33431969459034294
13.034000000000091,315,0.04137777777777807,0.3345023503106006
12.361000000000018,315,0.0392412698412699,0.33702545551023183
12.474000000000032,315,0.0396000000000001,0.3356903505145355
12.74299999999998,315,0.040453968253968194,0.33164270352551617
12.474999999999966,315,0.039603174603174494,0.3308628325426955
12.653000000000006,314,0.040296178343949066,0.33147684135520167
12.685000000000102,312,0.04065705128205161,0.3332988586554845
12.42699999999995,312,0.039830128205128046,0.3333136564551039
12.748999999999882,311,0.040993569131832414,0.33369961648501334
12.706000000000103,309,0.04111974110032396,0.33506223432733356
13.037999999999855,309,0.042194174757281086,0.33437045299579987
13.531999999999982,309,0.043792880258899616,0.33366794893049595
13.893999999999863,309,0.04496440129449794,0.33369449338273743
13.724999999999966,309,0.04441747572815523,0.33461111633775603
13.97199999999998,309,0.045216828478964334,0.3338462549100253
14.032000000000053,308,0.04555844155844173,0.33332309482786066
14.637999999999906,307,0.04768078175895735,0.33223966427362717
15.01300000000002,307,0.04890228013029322,0.33087767536271284
14.796000000000063,307,0.048195439739413884,0.32989495057621876
15.005000000000038,305,0.04919672131147553,0.33208196794146055
14.389999999999972,305,0.047180327868852366,0.33191179492902473
13.915000000000049,303,0.045924092409241085,0.33430694406772166
13.89799999999991,303,0.04586798679867957,0.33199124565713556
13.782999999999959,302,0.04563907284768198,0.332362652302418
13.5360000000001,302,0.04482119205298046,0.3306452969551798
12.818999999999889,302,0.0424470198675493,0.33003806047983425
12.66300000000004,300,0.04221000000000013,0.33178774223891966
12.268000000000043,299,0.0410301003344483,0.3333968114373299
12.381000000000057,298,0.041546979865772,0.33441513526187905
12.741,298,0.042755033557046976,0.3320970946273065
12.617000000000004,298,0.04233892617449666,0.3314842398009753
12.465999999999951,298,0.04183221476510051,0.3311868205456678
12.69500000000005,297,0.04274410774410791,0.3305929198075741
12.806000000000125,296,0.043263513513513936,0.3310983127755112
13.160000000000053,296,0.04445945945945964,0.33054857921541486
12.968000000000089,295,0.04395932203389861,0.33319701258078654
13.022000000000048,295,0.0441423728813561,0.3339416371435261
13.217999999999975,295,0.044806779661016864,0.3328007699756853
13.47999999999999,295,0.04569491525423725,0.33137332391828644
13.72099999999999,295,0.046511864406779624,0.3301088968167034
13.914000000000058,295,0.047166101694915454,0.33039874656581325
13.877999999999929,295,0.047044067796609926,0.3292475984861193
13.81800000000004,295,0.046840677966101835,0.32723679039706227
13.024999999999906,294,0.044302721088435054,0.3269200221414245
13.05399999999996,293,0.044552901023890645,0.3267707049566464
12.857000000000056,292,0.04403082191780841,0.32744195722506175
12.905000000000058,292,0.04419520547945225,0.32695958169046585
12.941999999999908,292,0.04432191780821886,0.3277398616538275
13.010000000000105,291,0.044707903780069086,0.32694531301710583
13.032999999999845,291,0.04478694158075548,0.32658673608532557
13.040999999999983,291,0.044814432989690664,0.32813205569900616
13.034000000000034,291,0.04479037800687297,0.3244431667176145
12.45899999999996,291,0.042814432989690586,0.3250366195567159
12.397999999999982,291,0.04260481099656351,0.3238436237181495
12.290000000000006,291,0.04223367697594504,0.32275709861718876
12.085000000000079,291,0.0415292096219934,0.32258969557280215
11.632000000000076,291,0.039972508591065554,0.3223199930788969
11.290000000000049,290,0.03893103448275879,0.3218253682628986
11.426999999999921,290,0.0394034482758618,0.3196470887829572
10.72699999999999,288,0.03724652777777774,0.3187393216976483
10.627999999999972,288,0.03690277777777768,0.3182020741483058
10.85599999999998,288,0.03769444444444438,0.3177329368129822
10.854000000000042,288,0.037687500000000144,0.3179274674606962
11.00599999999993,287,0.03834843205574888,0.3174332224587368
10.648000000000039,286,0.037230769230769366,0.31806500176372865
10.540000000000035,286,0.03685314685314697,0.31775769142874427
10.750000000000043,285,0.03771929824561419,0.31672083863803085
10.65800000000003,284,0.03752816901408461,0.3171787760350147
10.44099999999996,284,0.03676408450704211,0.31821189012973156
10.509,284,0.037003521126760565,0.3187752806681635
10.779000000000082,283,0.03808833922261513,0.3178015737102615
10.823999999999913,283,0.038247349823321244,0.3182572058342351
10.934000000000069,283,0.0386360424028271,0.3176922389686992
10.963000000000022,283,0.03873851590106015,0.31828993522072774
10.897000000000048,282,0.038641843971631375,0.3199893882673173
10.935999999999993,281,0.038918149466192146,0.31702401268234515
10.87700000000001,280,0.03884642857142861,0.3163114446036451
11.123999999999981,279,0.039870967741935416,0.3148489047353382
11.113000000000156,279,0.03983154121863855,0.3142865110821055
11.248000000000047,277,0.04060649819494602,0.3147195652054642
10.775000000000034,276,0.039039855072463894,0.3159225882156996
10.822000000000003,274,0.03949635036496351,0.31591683568143747
10.474999999999952,273,0.03836996336996319,0.31665908011174204
10.112000000000094,273,0.03704029304029339,0.3169580607838916
9.330000000000055,273,0.034175824175824376,0.31673441087854204
9.372999999999891,272,0.03445955882352901,0.31600074201296835
9.328999999999851,272,0.03429779411764651,0.31585149199447204
9.363999999999919,271,0.034553505535055054,0.31456985786410124
9.471999999999923,271,0.03495202952029492,0.3142031118318386
9.632000000000005,271,0.035542435424354264,0.31411897093940666
9.296999999999997,270,0.03443333333333332,0.3145417495694686
9.219999999999828,270,0.03414814814814751,0.3148524879419525
9.458999999999861,269,0.035163568773233685,0.3158312264166242
9.87399999999991,269,0.036706319702601894,0.3135830573009837
9.891999999999996,269,0.03677323420074348,0.311632630725126
9.923000000000016,269,0.03688847583643129,0.3116624965021129
9.391999999999996,267,0.035176029962546804,0.31517858160389295
9.300999999999917,267,0.03483520599250905,0.31349317830366785
9.473000000000027,267,0.03547940074906377,0.31314481122420784
9.148999999999901,267,0.03426591760299588,0.31437657301771116
8.931999999999917,267,0.033453183520598936,0.3142450209652901
8.77799999999992,266,0.0329999999999997,0.3157218367415987
8.618999999999957,266,0.032402255639097585,0.31592291078492873
8.57799999999996,266,0.03224812030075173,0.31566902115589296
8.58999999999999,266,0.03229323308270673,0.3153452048547518
8.21199999999996,265,0.030988679245282872,0.31603598413482453
8.306999999999974,264,0.03146590909090899,0.31716932012048155
8.818999999999875,264,0.033405303030302556,0.3178918700320658
8.729999999999862,263,0.03319391634980936,0.3163735164962066
8.839999999999904,262,0.03374045801526681,0.3168137793813541
9.132999999999996,262,0.034858778625954184,0.31670569196605686
9.199999999999918,261,0.03524904214559355,0.3168803079222357
9.27799999999992,259,0.035822393822393515,0.3187944704695984
9.114999999999952,258,0.0353294573643409,0.32009611562902646
8.932999999999964,257,0.03475875486381309,0.3186257519667054
9.033999999999978,256,0.03528906249999991,0.3195130120673821
8.759999999999991,256,0.034218749999999964,0.3190218923106025
8.910999999999959,254,0.03508267716535417,0.32026139215681065
8.56600000000006,254,0.03372440944881913,0.3200156043726213
8.55600000000004,254,0.0336850393700789,0.321058429219714
8.23399999999998,254,0.032417322834645594,0.3208427127333469
8.022000000000034,253,0.03170750988142306,0.3206224698995239
8.059999999999889,253,0.031857707509880984,0.32182426450347523
8.309000000000012,253,0.032841897233201627,0.3195818023029457
8.83999999999989,252,0.03507936507936464,0.3195183404621096
8.952000000000012,252,0.035523809523809576,0.31966903058577106
8.731999999999957,251,0.03478884462151377,0.3193325073244555
8.616999999999976,251,0.03433067729083656,0.3198182224849076
8.56199999999997,250,0.034247999999999876,0.3211383167670906
8.726999999999975,248,0.03518951612903216,0.32255349701789904
8.906999999999897,248,0.03591532258064475,0.32144952208564487
8.739999999999995,248,0.035241935483870945,0.3206906199521373
8.872999999999934,248,0.03577822580645135,0.3196956390422907
9.234999999999943,248,0.03723790322580622,0.31889197637382416
8.988999999999905,248,0.0362459677419351,0.31887708722630825
9.235000000000014,246,0.037540650406504124,0.3203114915197035
9.355000000000032,246,0.038028455284552974,0.31973367220472165
9.274000000000058,246,0.03769918699187015,0.31968105128734914
9.32300000000005,246,0.03789837398374004,0.3196489083846565
9.056000000000083,245,0.03696326530612279,0.3199389525275721
9.347000000000051,244,0.03830737704918054,0.31932721248603857
9.032999999999987,243,0.03717283950617278,0.3202842406642313
8.998999999999981,242,0.03718595041322306,0.3199991776347352
9.078000000000102,241,0.03766804979253154,0.3206989736774563
9.418999999999912,241,0.03908298755186685,0.3214360563802419
9.27900000000001,241,0.038502074688796725,0.32196862201798554
9.305999999999969,240,0.03877499999999987,0.32309517334938154
8.97300000000007,237,0.03786075949367118,0.32460684694666486
8.589000000000055,237,0.03624050632911416,0.32472723569134776
8.245999999999981,237,0.0347932489451476,0.3242351914331726
7.949999999999974,237,0.03354430379746825,0.3253611222188655
8.063000000000002,237,0.03402109704641351,0.3260534817673881
7.913000000000039,236,0.03352966101694932,0.3255749984699363
7.338000000000122,236,0.031093220338983568,0.32036511181664407
7.413999999999902,236,0.03141525423728772,0.3204900068848805
7.3739999999998815,236,0.031245762711863904,0.32079464196359925
7.032999999999973,235,0.02992765957446797,0.321448276969815
6.8660000000000565,234,0.029341880341880584,0.3219538949418987
6.73900000000009,234,0.028799145299145682,0.32101698413297935
6.696000000000097,234,0.028615384615385032,0.31938032538330613
6.375999999999962,232,0.027482758620689492,0.3218281288674452
6.431000000000012,232,0.027719827586206947,0.320189833164701
6.763999999999953,232,0.029155172413792903,0.32091649744959383
6.918999999999883,232,0.02982327586206846,0.3206117519566572
7.1640000000000015,232,0.030879310344827594,0.3199601983645084
7.370999999999967,231,0.03190909090909076,0.3192193066866593
7.076000000000107,231,0.030632034632035097,0.3204547345505451
6.573999999999984,231,0.02845887445887439,0.31994777278958925
6.84000000000006,231,0.02961038961038987,0.31806475786400196
7.246999999999943,231,0.03137229437229413,0.3170468985115217
7.166999999999945,231,0.031025974025973787,0.31737824705909207
7.164999999999978,231,0.031017316017315923,0.3167563140187084
7.158999999999921,230,0.031126086956521394,0.31680775506179915
7.128999999999863,229,0.031131004366811627,0.31743677340314297
7.190999999999974,229,0.03140174672489072,0.3180528164599146
